ist_no,station,il,ilce,basin,enlem,boylam,veri_zamani,sicaklik_c,qc_flag,source,date_inferred
17180,DİKİLİ,İzmir,Dikili,Ege,39.073861,26.888093,2025-06-22T06:00:00.000Z,25.2,,mgm,0
17220,İZMİR BÖLGE,İzmir,Konak,Ege,38.3945,27.0821,2025-06-22T06:00:00.000Z,25.6,,mgm,0
17221,ÇEŞME,İzmir,Çeşme,Ege,38.303858,26.372882,2025-06-22T06:00:00.000Z,20.9,,mgm,0
17232,KUŞADASI,Aydın,Kuşadası,Ege,37.859636,27.265115,2025-06-22T06:00:00.000Z,23.4,,mgm,0
17290,BODRUM,Muğla,Bodrum,Ege,37.032611,27.439801,2025-06-22T06:00:00.000Z,23.3,,mgm,0
17296,FETHİYE,Muğla,Fethiye,Akdeniz,36.626611,29.123804,2025-06-22T06:00:00.000Z,26.4,,mgm,0
17297,DATÇA,Muğla,Datça,Ege,36.707945,27.691918,2025-06-22T06:00:00.000Z,20.1,,mgm,0
17298,MARMARİS,Muğla,Marmaris,Akdeniz,36.83926,28.244995,2025-06-22T06:00:00.000Z,24.2,,mgm,0
17310,ALANYA,Antalya,Alanya,Akdeniz,36.54999,31.979822,2025-06-22T06:00:00.000Z,24.1,,mgm,0
17320,ANAMUR,Mersin,Anamur,Akdeniz,36.068614,32.864876,2025-06-22T06:00:00.000Z,23.7,,mgm,0
17340,MERSİN,Mersin,Yenişehir,Akdeniz,36.780904,34.603125,2025-06-22T06:00:00.000Z,27.4,,mgm,0
17370,İSKENDERUN,Hatay,İskenderun,Akdeniz,36.592358,36.158158,2025-06-22T06:00:00.000Z,27.8,,mgm,0
17375,FİNİKE,Antalya,Finike,Akdeniz,36.3024,30.1458,2025-06-22T06:00:00.000Z,25.5,,mgm,0
17380,KAŞ,Antalya,Kaş,Akdeniz,36.200579,29.649995,2025-06-22T06:00:00.000Z,26.9,,mgm,0
17428,AYVACIK/GÜLPINAR ANA MENDİREK FENERİ,Çanakkale,Ayvacık,Ege,39.5658,26.0967,2025-06-22T07:10:00.000Z,20.6,,mgm,0
17391,SAMSUN ŞAMANDIRA,Samsun,Çarşamba,Karadeniz,41.436283,36.557767,2025-06-23T03:00:00.000Z,21.7,,mgm,0
17381,KUŞADASI 3. NOLU ŞAMANDIRA,Aydın,Kuşadası,Ege,37.8458,27.2194,2025-06-23T03:46:00.000Z,21.6,,mgm,0
17383,NARLIDERE/İZMİR KÖRFEZİ A NOKTASI IŞIKLI ŞAMANDIRA,İzmir,Narlıdere,Ege,38.421203,26.917843,2025-06-23T03:46:00.000Z,24.5,,mgm,0
17384,URLA/KUBİLAY SIĞLIĞI IŞIKLI ŞAMANDIRA,İzmir,Urla,Ege,38.4467,26.7175,2025-06-23T03:46:00.000Z,22.7,,mgm,0
17385,MERSİN GÜNEY MENDİREK İSTİKAMET FENERİ,Mersin,Akdeniz,Akdeniz,36.784036,34.635222,2025-06-23T03:46:00.000Z,28.0,,mgm,0
17386,BODRUM KARAADA SIĞLIK IŞIKLI ŞAMANDIRA,Muğla,Bodrum,Ege,37.0081,27.4142,2025-06-23T03:46:00.000Z,22.4,,mgm,0
17387,GİRESUN PALAMUT KAYALIĞI MAHMUZ FENERİ,Giresun,Merkez,Karadeniz,40.9182,38.3783,2025-06-23T03:46:00.000Z,22.2,,mgm,0
17389,ADALAR ŞAMANDIRA,İstanbul,Adalar,Marmara,40.93278,28.94889,2025-06-23T03:46:00.000Z,21.5,,mgm,0
17421,AYVALIK KANAL SANCAK A FENERİ,Balıkesir,Ayvalık,Ege,39.323394,26.640546,2025-06-23T03:46:00.000Z,23.4,,mgm,0
17423,MARMARA BARINAK ANA MENDİREK FENERİ,Balıkesir,Marmara,Marmara,40.583839,27.560849,2025-06-23T03:46:00.000Z,22.2,,mgm,0
17424,MARMARA/SARAYLAR KÖYÜ BARINAK (SANDAL BASENİ) FENERİ,Balıkesir,Marmara,Marmara,40.657488,27.662533,2025-06-23T03:46:00.000Z,21.2,,mgm,0
17426,BARTIN GÜNEY MENDİREK FENERİ,Bartın,Merkez,Karadeniz,41.6864,32.2261,2025-06-23T03:46:00.000Z,14.8,,mgm,0
17427,BOZCAADA LİMAN GİRİŞİ GÜNEY MENDİREK FENERİ,Çanakkale,Bozcaada,Ege,39.8341,26.0748,2025-06-23T03:46:00.000Z,18.7,,mgm,0
17429,ECEABAT/KABATEPE GÜNEY MENDİREK FENERİ,Çanakkale,Eceabat,Ege,40.2019,26.2669,2025-06-23T03:46:00.000Z,22.0,,mgm,0
17430,GÖKÇEADA KALEKÖY ANA MENDİREK FENERİ,Çanakkale,Gökçeada,Ege,40.2317,25.8914,2025-06-23T03:46:00.000Z,23.4,,mgm,0
17431,BİGA/KARABİGA BAR. (B) NOKTASI GÜNEY MEN. FENERİ,Çanakkale,Biga,Marmara,40.399583,27.305591,2025-06-23T03:46:00.000Z,23.8,,mgm,0
17432,EZİNE/GEYİKLİ ODUNLUK İSKELE FENERİ,Çanakkale,Ezine,Ege,39.818998,26.160008,2025-06-23T03:46:00.000Z,19.2,,mgm,0
17433,GÖKÇEADA UĞURLU LİMAN FENERİ,Çanakkale,Gökçeada,Ege,40.1153,25.6989,2025-06-23T03:46:00.000Z,22.9,,mgm,0
17434,EZİNE YENİKÖY BAL.BAR. ANA MENDİREK FENERİ,Çanakkale,Ezine,Ege,39.9447,26.1611,2025-06-23T03:46:00.000Z,17.6,,mgm,0
17436,ENEZ TALİ MENDİREK FENERİ,Edirne,Enez,Ege,40.698218,26.051263,2025-06-23T03:46:00.000Z,21.2,,mgm,0
17437,TUZLA AYDINLI LİMAN FENERİ,İstanbul,Tuzla,Marmara,40.850611,29.271174,2025-06-23T03:46:00.000Z,19.7,,mgm,0
17438,SİLİVRİ ANA MENDİREK FENERİ,İstanbul,Silivri,Marmara,41.072866,28.238398,2025-06-23T03:46:00.000Z,23.1,,mgm,0
17441,GÜZELBAHÇE FENERİ,İzmir,Güzelbahçe,Ege,38.378579,26.885605,2025-06-23T03:46:00.000Z,24.0,,mgm,0
17442,KONAK/İZMİR PASAPORT MENDİREK FENERİ,İzmir,Konak,Ege,38.429236,27.131698,2025-06-23T03:46:00.000Z,25.1,,mgm,0
17443,ÇEŞME/KALE YERİ SIĞ.(DÖKÜNTÜTAŞI) FENERİ,İzmir,Çeşme,Ege,38.329226,26.267881,2025-06-23T03:46:00.000Z,20.7,,mgm,0
17445,CİDE KUZEY MENDİREK FENERİ,Kastamonu,Cide,Karadeniz,41.9006,32.9778,2025-06-23T03:46:00.000Z,23.3,,mgm,0
17448,TUZLA İTÜ GÜNEY MENDİREK FENERİ,İstanbul,Tuzla,Marmara,40.811828,29.297373,2025-06-23T03:46:00.000Z,19.6,,mgm,0
17449,KANDIRA/KEFKEN ADASI DOĞU MENDİREK FENERİ,Kocaeli,Kandıra,Karadeniz,41.211869,30.260694,2025-06-23T03:46:00.000Z,19.1,,mgm,0
17452,YALOVA SAMANLIDERE TALİ (DOĞU) MENDİREK FENERİ,Yalova,Merkez,Marmara,40.660597,29.246969,2025-06-23T03:46:00.000Z,16.2,,mgm,0
17453,ZONGULDAK GÜNEY MENDİREK FENERİ,Zonguldak,Merkez,Karadeniz,41.458611,31.779166,2025-06-23T03:46:00.000Z,15.0,,mgm,0
17454,FATİH/KUMKAPI FENERİ,İstanbul,Fatih,Marmara,41.000994,28.965432,2025-06-23T03:46:00.000Z,20.2,,mgm,0
17455,SARIYER/RUMELİ FENERİ BAL. BAR. ANA MENDİREK FENERİ,İstanbul,Sarıyer,Karadeniz,41.229151,29.114919,2025-06-23T03:46:00.000Z,20.3,,mgm,0
17470,İNCEBURUN (YILDIZADASI) MARMARİS FENERİ,Muğla,Marmaris,Akdeniz,36.813936,28.265907,2025-06-23T03:46:00.000Z,23.8,,mgm,0
17476,KONYAALTI/ANTALYA YENİ LİMAN ANA MENDİREK FENERİ,Antalya,Konyaaltı,Akdeniz,36.834011,30.616572,2025-06-23T03:46:00.000Z,26.9,,mgm,0
17486,İSKENDERUN KÖRFEZİ,Hatay,Payas,Akdeniz,36.59159,36.17992,2025-06-23T03:46:00.000Z,27.6,,mgm,0
17491,GEVAŞ AKDAMAR FENERİ,Van,Gevaş,Van Gölü,38.309988,43.041398,2025-06-23T03:46:00.000Z,20.8,,mgm,0
17492,DİDİM MARİNA FENERİ,Aydın,Didim,Ege,37.3369,27.264,2025-06-23T03:46:00.000Z,21.6,,mgm,0
17493,SEFERİHİSAR/SIĞACIK MARİNA FENERİ,İzmir,Seferihisar,Ege,38.195707,26.782742,2025-06-23T03:46:00.000Z,18.9,,mgm,0
17494,İSTANBUL HAVALİMANI LİMAN FENERİ,İstanbul,Arnavutköy,Karadeniz,41.313998,28.788586,2025-06-23T03:46:00.000Z,19.2,,mgm,0
17495,ARHAVİ BALIKÇI BARINAĞI TALİ MENDİREK FENERİ,Artvin,Arhavi,Karadeniz,41.351192,41.293756,2025-06-23T03:46:00.000Z,20.0,,mgm,0
17496,AYANCIK ÇAYLIOĞLU BALIKÇI BARINAĞI FENERİ,Sinop,Merkez,Karadeniz,41.966,34.508711,2025-06-23T03:46:00.000Z,22.0,,mgm,0
17497,GELİBOLU SÜTLÜCE LİMANI KURU İSKELE,Çanakkale,Gelibolu,Marmara,40.320952,26.590161,2025-06-23T03:46:00.000Z,23.6,,mgm,0
17450,BODRUM YALIKAVAK GEMİTAŞI FENERİ,Muğla,Bodrum,Ege,37.150133,27.263333,2025-06-23T03:47:00.000Z,20.0,,mgm,0
17460,ÜNYE BALIKÇI BARINAĞI ANA MENDİREK FENERİ,Ordu,Ünye,Karadeniz,41.116448,37.348722,2025-06-23T03:47:00.000Z,22.3,,mgm,0
17466,ÇAYELİ BALIKÇI BARINAĞI TALİ MENDİREK FENERİ,Rize,Çayeli,Karadeniz,41.090095,40.722557,2025-06-23T03:47:00.000Z,18.4,,mgm,0
17475,KEMER SIĞLIK FENERİ,Antalya,Kemer,Akdeniz,36.612395,30.574242,2025-06-23T03:47:00.000Z,26.8,,mgm,0
17479,SİLİFKE/TAŞUCU SEKA ANA MENDİREK FENERİ,Mersin,Silifke,Akdeniz,36.309162,33.889845,2025-06-23T03:47:00.000Z,26.3,,mgm,0
17482,VAN LİMAN,Van,Tuşba,Van Gölü,38.51486,43.307362,2025-06-23T03:47:00.000Z,22.5,,mgm,0
17483,TATVAN LİMAN,Bitlis,Tatvan,Van Gölü,38.512592,42.302103,2025-06-23T03:47:00.000Z,20.4,,mgm,0
17484,ADİLCEVAZ LİMAN,Bitlis,Adilcevaz,Van Gölü,38.797236,42.729931,2025-06-23T03:47:00.000Z,20.6,,mgm,0
17464,TRABZON LİMANI ANA MENDİREK FENERİ,Trabzon,Ortahisar,Karadeniz,41.006776,39.750108,2025-06-23T03:48:00.000Z,20.2,,mgm,0
17465,ARAKLI BALIKÇI BARINAĞI TALİ MENDİREK FENERİ,Trabzon,Araklı,Karadeniz,40.945081,40.053776,2025-06-23T03:49:00.000Z,19.5,,mgm,0
17480,KARATAŞ BALIKÇI BARINAĞI TALİ MENDİREK FENERİ,Adana,Karataş,Akdeniz,36.557986,35.383499,2025-06-23T03:49:00.000Z,27.6,,mgm,0
17489,MUDANYA/GÜZELYALI BALIKÇI BARINAĞI,Bursa,Mudanya,Marmara,40.35612,28.934036,2025-06-23T03:49:00.000Z,20.0,,mgm,0
17015,AKÇAKOCA,Düzce,Akçakoca,Karadeniz,41.089528,31.143039,2025-07-10T06:00:00.000Z,22.0,,mgm,0
17024,İNEBOLU,Kastamonu,İnebolu,Karadeniz,41.978937,33.762945,2025-07-10T06:00:00.000Z,22.0,,mgm,0
17026,SİNOP,Sinop,Merkez,Karadeniz,42.029821,35.154286,2025-07-10T06:00:00.000Z,24.1,,mgm,0
17030,SAMSUN BÖLGE,Samsun,Atakum,Karadeniz,41.344286,36.255794,2025-07-10T06:00:00.000Z,24.2,,mgm,0
17033,ORDU,Ordu,Altınordu,Karadeniz,40.983833,37.885833,2025-07-10T06:00:00.000Z,24.3,,mgm,0
17034,GİRESUN,Giresun,Merkez,Karadeniz,40.922667,38.387833,2025-07-10T06:00:00.000Z,23.8,,mgm,0
17038,TRABZON HAVALİMANI,Trabzon,Ortahisar,Karadeniz,40.999133,39.779248,2025-07-10T06:00:00.000Z,22.8,,mgm,0
17040,RİZE,Rize,Merkez,Karadeniz,41.04,40.501333,2025-07-10T06:00:00.000Z,22.7,,mgm,0
17042,HOPA,Artvin,Hopa,Karadeniz,41.4065,41.433,2025-07-10T06:00:00.000Z,23.4,,mgm,0
17044,RİZE ARTVİN HAVALİMANI,Rize,Pazar,Karadeniz,41.177687,40.835223,2025-07-10T06:00:00.000Z,25.6,,mgm,0
17056,TEKİRDAĞ,Tekirdağ,Süleymanpaşa,Marmara,40.957959,27.496181,2025-07-10T06:00:00.000Z,24.0,,mgm,0
17112,ÇANAKKALE,Çanakkale,Merkez,Marmara,40.141428,26.399616,2025-07-10T06:00:00.000Z,24.0,,mgm,0
17175,AYVALIK,Balıkesir,Ayvalık,Ege,39.311292,26.686445,2025-07-10T06:00:00.000Z,22.8,,mgm,0
17180,DİKİLİ,İzmir,Dikili,Ege,39.073861,26.888093,2025-07-10T06:00:00.000Z,22.1,,mgm,0
17220,İZMİR BÖLGE,İzmir,Konak,Ege,38.3945,27.0821,2025-07-10T06:00:00.000Z,27.1,,mgm,0
17221,ÇEŞME,İzmir,Çeşme,Ege,38.303858,26.372882,2025-07-10T06:00:00.000Z,22.4,,mgm,0
17232,KUŞADASI,Aydın,Kuşadası,Ege,37.859636,27.265115,2025-07-10T06:00:00.000Z,24.3,,mgm,0
17290,BODRUM,Muğla,Bodrum,Ege,37.032611,27.439801,2025-07-10T06:00:00.000Z,25.7,,mgm,0
17296,FETHİYE,Muğla,Fethiye,Akdeniz,36.626611,29.123804,2025-07-10T06:00:00.000Z,27.5,,mgm,0
17297,DATÇA,Muğla,Datça,Ege,36.707945,27.691918,2025-07-10T06:00:00.000Z,25.1,,mgm,0
17298,MARMARİS,Muğla,Marmaris,Akdeniz,36.83926,28.244995,2025-07-10T06:00:00.000Z,26.2,,mgm,0
17310,ALANYA,Antalya,Alanya,Akdeniz,36.54999,31.979822,2025-07-10T06:00:00.000Z,27.0,,mgm,0
17320,ANAMUR,Mersin,Anamur,Akdeniz,36.068614,32.864876,2025-07-10T06:00:00.000Z,26.5,,mgm,0
17340,MERSİN,Mersin,Yenişehir,Akdeniz,36.780904,34.603125,2025-07-10T06:00:00.000Z,29.7,,mgm,0
17370,İSKENDERUN,Hatay,İskenderun,Akdeniz,36.592358,36.158158,2025-07-10T06:00:00.000Z,28.4,,mgm,0
17375,FİNİKE,Antalya,Finike,Akdeniz,36.3024,30.1458,2025-07-10T06:00:00.000Z,27.3,,mgm,0
17380,KAŞ,Antalya,Kaş,Akdeniz,36.200579,29.649995,2025-07-10T06:00:00.000Z,28.5,,mgm,0
17427,BOZCAADA LİMAN GİRİŞİ GÜNEY MENDİREK FENERİ,Çanakkale,Bozcaada,Ege,39.8341,26.0748,2025-07-10T13:41:00.000Z,22.7,,mgm,0
17429,ECEABAT/KABATEPE GÜNEY MENDİREK FENERİ,Çanakkale,Eceabat,Ege,40.2019,26.2669,2025-07-10T14:58:00.000Z,21.6,,mgm,0
17391,SAMSUN ŞAMANDIRA,Samsun,Çarşamba,Karadeniz,41.436283,36.557767,2025-07-10T16:00:00.000Z,25.5,,mgm,0
17381,KUŞADASI 3. NOLU ŞAMANDIRA,Aydın,Kuşadası,Ege,37.8458,27.2194,2025-07-10T16:29:00.000Z,23.4,,mgm,0
17383,NARLIDERE/İZMİR KÖRFEZİ A NOKTASI IŞIKLI ŞAMANDIRA,İzmir,Narlıdere,Ege,38.421203,26.917843,2025-07-10T16:29:00.000Z,27.1,,mgm,0
17384,URLA/KUBİLAY SIĞLIĞI IŞIKLI ŞAMANDIRA,İzmir,Urla,Ege,38.4467,26.7175,2025-07-10T16:29:00.000Z,25.3,,mgm,0
17385,MERSİN GÜNEY MENDİREK İSTİKAMET FENERİ,Mersin,Akdeniz,Akdeniz,36.784036,34.635222,2025-07-10T16:29:00.000Z,30.1,,mgm,0
17386,BODRUM KARAADA SIĞLIK IŞIKLI ŞAMANDIRA,Muğla,Bodrum,Ege,37.0081,27.4142,2025-07-10T16:29:00.000Z,25.8,,mgm,0
17387,GİRESUN PALAMUT KAYALIĞI MAHMUZ FENERİ,Giresun,Merkez,Karadeniz,40.9182,38.3783,2025-07-10T16:29:00.000Z,24.8,,mgm,0
17389,ADALAR ŞAMANDIRA,İstanbul,Adalar,Marmara,40.93278,28.94889,2025-07-10T16:29:00.000Z,21.7,,mgm,0
17421,AYVALIK KANAL SANCAK A FENERİ,Balıkesir,Ayvalık,Ege,39.323394,26.640546,2025-07-10T16:29:00.000Z,24.4,,mgm,0
17423,MARMARA BARINAK ANA MENDİREK FENERİ,Balıkesir,Marmara,Marmara,40.583839,27.560849,2025-07-10T16:29:00.000Z,25.1,,mgm,0
17424,MARMARA/SARAYLAR KÖYÜ BARINAK (SANDAL BASENİ) FENERİ,Balıkesir,Marmara,Marmara,40.657488,27.662533,2025-07-10T16:29:00.000Z,25.7,,mgm,0
17426,BARTIN GÜNEY MENDİREK FENERİ,Bartın,Merkez,Karadeniz,41.6864,32.2261,2025-07-10T16:29:00.000Z,21.7,,mgm,0
17428,AYVACIK/GÜLPINAR ANA MENDİREK FENERİ,Çanakkale,Ayvacık,Ege,39.5658,26.0967,2025-07-10T16:29:00.000Z,23.9,,mgm,0
17430,GÖKÇEADA KALEKÖY ANA MENDİREK FENERİ,Çanakkale,Gökçeada,Ege,40.2317,25.8914,2025-07-10T16:29:00.000Z,25.5,,mgm,0
17431,BİGA/KARABİGA BAR. (B) NOKTASI GÜNEY MEN. FENERİ,Çanakkale,Biga,Marmara,40.399583,27.305591,2025-07-10T16:29:00.000Z,25.7,,mgm,0
17432,EZİNE/GEYİKLİ ODUNLUK İSKELE FENERİ,Çanakkale,Ezine,Ege,39.818998,26.160008,2025-07-10T16:29:00.000Z,20.8,,mgm,0
17433,GÖKÇEADA UĞURLU LİMAN FENERİ,Çanakkale,Gökçeada,Ege,40.1153,25.6989,2025-07-10T16:29:00.000Z,24.7,,mgm,0
17434,EZİNE YENİKÖY BAL.BAR. ANA MENDİREK FENERİ,Çanakkale,Ezine,Ege,39.9447,26.1611,2025-07-10T16:29:00.000Z,19.1,,mgm,0
17436,ENEZ TALİ MENDİREK FENERİ,Edirne,Enez,Ege,40.698218,26.051263,2025-07-10T16:29:00.000Z,20.1,,mgm,0
17437,TUZLA AYDINLI LİMAN FENERİ,İstanbul,Tuzla,Marmara,40.850611,29.271174,2025-07-10T16:29:00.000Z,24.3,,mgm,0
17438,SİLİVRİ ANA MENDİREK FENERİ,İstanbul,Silivri,Marmara,41.072866,28.238398,2025-07-10T16:29:00.000Z,25.5,,mgm,0
17441,GÜZELBAHÇE FENERİ,İzmir,Güzelbahçe,Ege,38.378579,26.885605,2025-07-10T16:29:00.000Z,27.7,,mgm,0
17442,KONAK/İZMİR PASAPORT MENDİREK FENERİ,İzmir,Konak,Ege,38.429236,27.131698,2025-07-10T16:29:00.000Z,27.4,,mgm,0
17443,ÇEŞME/KALE YERİ SIĞ.(DÖKÜNTÜTAŞI) FENERİ,İzmir,Çeşme,Ege,38.329226,26.267881,2025-07-10T16:29:00.000Z,21.8,,mgm,0
17445,CİDE KUZEY MENDİREK FENERİ,Kastamonu,Cide,Karadeniz,41.9006,32.9778,2025-07-10T16:29:00.000Z,20.1,,mgm,0
17448,TUZLA İTÜ GÜNEY MENDİREK FENERİ,İstanbul,Tuzla,Marmara,40.811828,29.297373,2025-07-10T16:29:00.000Z,24.6,,mgm,0
17449,KANDIRA/KEFKEN ADASI DOĞU MENDİREK FENERİ,Kocaeli,Kandıra,Karadeniz,41.211869,30.260694,2025-07-10T16:29:00.000Z,25.4,,mgm,0
17452,YALOVA SAMANLIDERE TALİ (DOĞU) MENDİREK FENERİ,Yalova,Merkez,Marmara,40.660597,29.246969,2025-07-10T16:29:00.000Z,24.4,,mgm,0
17453,ZONGULDAK GÜNEY MENDİREK FENERİ,Zonguldak,Merkez,Karadeniz,41.458611,31.779166,2025-07-10T16:29:00.000Z,23.2,,mgm,0
17454,FATİH/KUMKAPI FENERİ,İstanbul,Fatih,Marmara,41.000994,28.965432,2025-07-10T16:29:00.000Z,22.1,,mgm,0
17455,SARIYER/RUMELİ FENERİ BAL. BAR. ANA MENDİREK FENERİ,İstanbul,Sarıyer,Karadeniz,41.229151,29.114919,2025-07-10T16:29:00.000Z,24.9,,mgm,0
17467,HOPA ANA MENDİREK FENERİ,Artvin,Hopa,Karadeniz,41.420291,41.429843,2025-07-10T16:29:00.000Z,27.8,,mgm,0
17470,İNCEBURUN (YILDIZADASI) MARMARİS FENERİ,Muğla,Marmaris,Akdeniz,36.813936,28.265907,2025-07-10T16:29:00.000Z,26.4,,mgm,0
17475,KEMER SIĞLIK FENERİ,Antalya,Kemer,Akdeniz,36.612395,30.574242,2025-07-10T16:29:00.000Z,28.3,,mgm,0
17476,KONYAALTI/ANTALYA YENİ LİMAN ANA MENDİREK FENERİ,Antalya,Konyaaltı,Akdeniz,36.834011,30.616572,2025-07-10T16:29:00.000Z,29.1,,mgm,0
17479,SİLİFKE/TAŞUCU SEKA ANA MENDİREK FENERİ,Mersin,Silifke,Akdeniz,36.309162,33.889845,2025-07-10T16:29:00.000Z,27.6,,mgm,0
17482,VAN LİMAN,Van,Tuşba,Van Gölü,38.51486,43.307362,2025-07-10T16:29:00.000Z,23.6,,mgm,0
17484,ADİLCEVAZ LİMAN,Bitlis,Adilcevaz,Van Gölü,38.797236,42.729931,2025-07-10T16:29:00.000Z,22.4,,mgm,0
17486,İSKENDERUN KÖRFEZİ,Hatay,Payas,Akdeniz,36.59159,36.17992,2025-07-10T16:29:00.000Z,28.8,,mgm,0
17491,GEVAŞ AKDAMAR FENERİ,Van,Gevaş,Van Gölü,38.309988,43.041398,2025-07-10T16:29:00.000Z,23.3,,mgm,0
17492,DİDİM MARİNA FENERİ,Aydın,Didim,Ege,37.3369,27.264,2025-07-10T16:29:00.000Z,25.5,,mgm,0
17493,SEFERİHİSAR/SIĞACIK MARİNA FENERİ,İzmir,Seferihisar,Ege,38.195707,26.782742,2025-07-10T16:29:00.000Z,25.7,,mgm,0
17494,İSTANBUL HAVALİMANI LİMAN FENERİ,İstanbul,Arnavutköy,Karadeniz,41.313998,28.788586,2025-07-10T16:29:00.000Z,22.0,,mgm,0
17495,ARHAVİ BALIKÇI BARINAĞI TALİ MENDİREK FENERİ,Artvin,Arhavi,Karadeniz,41.351192,41.293756,2025-07-10T16:29:00.000Z,26.8,,mgm,0
17496,AYANCIK ÇAYLIOĞLU BALIKÇI BARINAĞI FENERİ,Sinop,Merkez,Karadeniz,41.966,34.508711,2025-07-10T16:29:00.000Z,23.4,,mgm,0
17497,GELİBOLU SÜTLÜCE LİMANI KURU İSKELE,Çanakkale,Gelibolu,Marmara,40.320952,26.590161,2025-07-10T16:29:00.000Z,25.4,,mgm,0
17450,BODRUM YALIKAVAK GEMİTAŞI FENERİ,Muğla,Bodrum,Ege,37.150133,27.263333,2025-07-10T16:30:00.000Z,23.8,,mgm,0
17460,ÜNYE BALIKÇI BARINAĞI ANA MENDİREK FENERİ,Ordu,Ünye,Karadeniz,41.116448,37.348722,2025-07-10T16:30:00.000Z,25.9,,mgm,0
17464,TRABZON LİMANI ANA MENDİREK FENERİ,Trabzon,Ortahisar,Karadeniz,41.006776,39.750108,2025-07-10T16:30:00.000Z,24.5,,mgm,0
17466,ÇAYELİ BALIKÇI BARINAĞI TALİ MENDİREK FENERİ,Rize,Çayeli,Karadeniz,41.090095,40.722557,2025-07-10T16:30:00.000Z,21.5,,mgm,0
17465,ARAKLI BALIKÇI BARINAĞI TALİ MENDİREK FENERİ,Trabzon,Araklı,Karadeniz,40.945081,40.053776,2025-07-10T16:31:00.000Z,23.4,,mgm,0
17480,KARATAŞ BALIKÇI BARINAĞI TALİ MENDİREK FENERİ,Adana,Karataş,Akdeniz,36.557986,35.383499,2025-07-10T16:31:00.000Z,29.7,,mgm,0
17489,MUDANYA/GÜZELYALI BALIKÇI BARINAĞI,Bursa,Mudanya,Marmara,40.35612,28.934036,2025-07-10T16:32:00.000Z,23.1,,mgm,0
17491,GEVAŞ AKDAMAR FENERİ,Van,Gevaş,Van Gölü,38.309988,43.041398,2025-07-28T05:03:00.000Z,24.5,,mgm,0
17429,ECEABAT/KABATEPE GÜNEY MENDİREK FENERİ,Çanakkale,Eceabat,Ege,40.2019,26.2669,2025-07-28T05:54:00.000Z,24.7,,mgm,0
17015,AKÇAKOCA,Düzce,Akçakoca,Karadeniz,41.089528,31.143039,2025-07-28T06:00:00.000Z,24.0,,mgm,0
17024,İNEBOLU,Kastamonu,İnebolu,Karadeniz,41.978937,33.762945,2025-07-28T06:00:00.000Z,17.4,,mgm,0
17026,SİNOP,Sinop,Merkez,Karadeniz,42.029821,35.154286,2025-07-28T06:00:00.000Z,26.3,,mgm,0
17030,SAMSUN BÖLGE,Samsun,Atakum,Karadeniz,41.344286,36.255794,2025-07-28T06:00:00.000Z,27.4,,mgm,0
17033,ORDU,Ordu,Altınordu,Karadeniz,40.983833,37.885833,2025-07-28T06:00:00.000Z,27.0,,mgm,0
17034,GİRESUN,Giresun,Merkez,Karadeniz,40.922667,38.387833,2025-07-28T06:00:00.000Z,28.0,,mgm,0
17038,TRABZON HAVALİMANI,Trabzon,Ortahisar,Karadeniz,40.999133,39.779248,2025-07-28T06:00:00.000Z,25.8,,mgm,0
17040,RİZE,Rize,Merkez,Karadeniz,41.04,40.501333,2025-07-28T06:00:00.000Z,25.4,,mgm,0
17042,HOPA,Artvin,Hopa,Karadeniz,41.4065,41.433,2025-07-28T06:00:00.000Z,26.8,,mgm,0
17044,RİZE ARTVİN HAVALİMANI,Rize,Pazar,Karadeniz,41.177687,40.835223,2025-07-28T06:00:00.000Z,27.5,,mgm,0
17056,TEKİRDAĞ,Tekirdağ,Süleymanpaşa,Marmara,40.957959,27.496181,2025-07-28T06:00:00.000Z,26.1,,mgm,0
17112,ÇANAKKALE,Çanakkale,Merkez,Marmara,40.141428,26.399616,2025-07-28T06:00:00.000Z,25.0,,mgm,0
17175,AYVALIK,Balıkesir,Ayvalık,Ege,39.311292,26.686445,2025-07-28T06:00:00.000Z,25.0,,mgm,0
17180,DİKİLİ,İzmir,Dikili,Ege,39.073861,26.888093,2025-07-28T06:00:00.000Z,27.0,,mgm,0
17220,İZMİR BÖLGE,İzmir,Konak,Ege,38.3945,27.0821,2025-07-28T06:00:00.000Z,29.1,,mgm,0
17221,ÇEŞME,İzmir,Çeşme,Ege,38.303858,26.372882,2025-07-28T06:00:00.000Z,24.5,,mgm,0
17232,KUŞADASI,Aydın,Kuşadası,Ege,37.859636,27.265115,2025-07-28T06:00:00.000Z,26.6,,mgm,0
17290,BODRUM,Muğla,Bodrum,Ege,37.032611,27.439801,2025-07-28T06:00:00.000Z,27.0,,mgm,0
17296,FETHİYE,Muğla,Fethiye,Akdeniz,36.626611,29.123804,2025-07-28T06:00:00.000Z,28.7,,mgm,0
17297,DATÇA,Muğla,Datça,Ege,36.707945,27.691918,2025-07-28T06:00:00.000Z,26.5,,mgm,0
17298,MARMARİS,Muğla,Marmaris,Akdeniz,36.83926,28.244995,2025-07-28T06:00:00.000Z,28.3,,mgm,0
17310,ALANYA,Antalya,Alanya,Akdeniz,36.54999,31.979822,2025-07-28T06:00:00.000Z,29.0,,mgm,0
17320,ANAMUR,Mersin,Anamur,Akdeniz,36.068614,32.864876,2025-07-28T06:00:00.000Z,28.4,,mgm,0
